Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Oman,OMN,Consumer price index (2010 = 100),FP.CPI.TOTL,113.52928579077
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,16.0742875605816
Oman,OMN,"Population, total",SP.POP.TOTL,4974992
Pakistan,PAK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.841
Pakistan,PAK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,39.49928665
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,279056608888.638
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1288.55632450434
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.50755000114441
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.37992716
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.907
Pakistan,PAK,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,20.2089150775699
Pakistan,PAK,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Pakistan,PAK,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Pakistan,PAK,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Pakistan,PAK,Gini index (World Bank estimate),SI.POV.GINI,..
Pakistan,PAK,Consumer price index (2010 = 100),FP.CPI.TOTL,182.320932671494
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,57.9988594055176
Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,280.93259262142
Pakistan,PAK,"Population, total",SP.POP.TOTL,216565317
Palau,PLW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2
Palau,PLW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2355.69580078
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,274200000
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,15232.4870840509
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Palau,PLW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,15.15048885
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.47
Palau,PLW,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Palau,PLW,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Palau,PLW,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Palau,PLW,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Palau,PLW,Gini index (World Bank estimate),SI.POV.GINI,..
Palau,PLW,Consumer price index (2010 = 100),FP.CPI.TOTL,121.148590355413
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,39.1326086956522
Palau,PLW,"Population, total",SP.POP.TOTL,18001
Panama,PAN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.705
Panama,PAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1192.82080078
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,66984427150.321
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,15774.2549406847
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.12736010551453
Panama,PAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.58405781
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.059
Panama,PAN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.8992991776641
Panama,PAN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Panama,PAN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Panama,PAN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Panama,PAN,Gini index (World Bank estimate),SI.POV.GINI,49.8
Panama,PAN,Consumer price index (2010 = 100),FP.CPI.TOTL,122.068713378771
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.7360763549805
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,57.2473947450018
Panama,PAN,"Population, total",SP.POP.TOTL,4246440
Papua New Guinea,PNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.793
Papua New Guinea,PNG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,65.08071899
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,24751344552.2057
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2820.30639650689
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Papua New Guinea,PNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.30036092
Papua New Guinea,PNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.25
Papua New Guinea,PNG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Papua New Guinea,PNG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Papua New Guinea,PNG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Papua New Guinea,PNG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Papua New Guinea,PNG,Gini index (World Bank estimate),SI.POV.GINI,..
Papua New Guinea,PNG,Consumer price index (2010 = 100),FP.CPI.TOTL,155.912649364765
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,19.3793203197456
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,8776119
Paraguay,PRY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.341
Paraguay,PRY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,388.39324951
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,37906944074.6128
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5380.9633218413
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.46971011161804
Paraguay,PRY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.17281008
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.879
Paraguay,PRY,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,46.5483043204911
Paraguay,PRY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Paraguay,PRY,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,59.52012529
Paraguay,PRY,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Paraguay,PRY,Gini index (World Bank estimate),SI.POV.GINI,45.7
Paraguay,PRY,Consumer price index (2010 = 100),FP.CPI.TOTL,143.821040974529
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,93.2135314941406
Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,17.731283664737
Paraguay,PRY,"Population, total",SP.POP.TOTL,7044639
Peru,PER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.756
Peru,PER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,370.10995483
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,228470919605.669
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,7027.61220697723
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.81996011734009
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.21506882
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.099
Peru,PER,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,32.4655860012079
Peru,PER,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Peru,PER,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,50.29633874
Peru,PER,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Peru,PER,Gini index (World Bank estimate),SI.POV.GINI,41.5
Peru,PER,Consumer price index (2010 = 100),FP.CPI.TOTL,130.290437892643
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,25.3987984375
Peru,PER,"Population, total",SP.POP.TOTL,32510462
Philippines,PHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.166
Philippines,PHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,142.07876587
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,376823278560.849
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3485.3408438977
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.23436999320984
Philippines,PHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.07676649
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.149
Philippines,PHL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.3214158133797
Philippines,PHL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Philippines,PHL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,59.45034649
Philippines,PHL,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Philippines,PHL,Gini index (World Bank estimate),SI.POV.GINI,..
Philippines,PHL,Consumer price index (2010 = 100),FP.CPI.TOTL,129.613257249479
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.2781677246094
Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,362.600603682463
Philippines,PHL,"Population, total",SP.POP.TOTL,108116622
Poland,POL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9
Poland,POL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1014.03820801
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,597280564671.563
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,15732.2031311754
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Poland,POL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.44682503
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.037
Poland,POL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,4.67775788397221
Poland,POL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Poland,POL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,90.48484629
Poland,POL,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Poland,POL,Gini index (World Bank estimate),SI.POV.GINI,..
Poland,POL,Consumer price index (2010 = 100),FP.CPI.TOTL,114.111779375092
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,124.001290132933
Poland,POL,"Population, total",SP.POP.TOTL,37965475
Portugal,PRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.4
Portugal,PRT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2221.43920898
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,239986922638.902
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,23330.817288932
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Portugal,PRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.53145981
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.764
Portugal,PRT,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,41.3357309646856
Portugal,PRT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Portugal,PRT,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,84.95823014
Portugal,PRT,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Portugal,PRT,Gini index (World Bank estimate),SI.POV.GINI,..
Portugal,PRT,Consumer price index (2010 = 100),FP.CPI.TOTL,110.624358614714
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,112.288582794065
Portugal,PRT,"Population, total",SP.POP.TOTL,10286263
Puerto Rico,PRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,6.4
Puerto Rico,PRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,104914600000
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,32850.5486123592
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Puerto Rico,PRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Puerto Rico,PRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.576
Puerto Rico,PRI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,76.7567274760826
Puerto Rico,PRI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Puerto Rico,PRI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,32.50916088
Puerto Rico,PRI,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Puerto Rico,PRI,Gini index (World Bank estimate),SI.POV.GINI,..
Puerto Rico,PRI,Consumer price index (2010 = 100),FP.CPI.TOTL,..
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Puerto Rico,PRI,Population density (people per sq. km of land area),EN.POP.DNST,360.055693348365
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3193694
Qatar,QAT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.385
Qatar,QAT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1807.15393066
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,176371267689.082
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,62276.4286944365
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.81228995323181
Qatar,QAT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.9106288
Qatar,QAT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,99.188
Qatar,QAT,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Qatar,QAT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Qatar,QAT,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,97.2
Qatar,QAT,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Qatar,QAT,Gini index (World Bank estimate),SI.POV.GINI,..
Qatar,QAT,Consumer price index (2010 = 100),FP.CPI.TOTL,115.380849813981
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,246.48137510879
Qatar,QAT,"Population, total",SP.POP.TOTL,2832071
Romania,ROU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6
Romania,ROU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,738.5581665
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,249881592298.072
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,12899.3461112897
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Romania,ROU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.74447823
Romania,ROU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.084
Romania,ROU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.35537337866143
Romania,ROU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Romania,ROU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,82.33872542
Romania,ROU,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Romania,ROU,Gini index (World Bank estimate),SI.POV.GINI,..
Romania,ROU,Consumer price index (2010 = 100),FP.CPI.TOTL,123.780383348878
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,84.1952712100139
Romania,ROU,"Population, total",SP.POP.TOTL,19371648
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8
Russian Federation,RUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,653.41723633
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1687448525466.61
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,11497.6492498593
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Russian Federation,RUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.64849138
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.587
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,23.3189549863077
Russian Federation,RUS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Russian Federation,RUS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,60.65421562
Russian Federation,RUS,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Russian Federation,RUS,Gini index (World Bank estimate),SI.POV.GINI,..
Russian Federation,RUS,Consumer price index (2010 = 100),FP.CPI.TOTL,180.750263654162
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.81769599441163
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144406261
Rwanda,RWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.249
Rwanda,RWA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,51.39912415
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,10355974217.3735
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,820.149288558594
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.35545992851257
Rwanda,RWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.41066742
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.313
Rwanda,RWA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,8.67032054802202
Rwanda,RWA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Rwanda,RWA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Rwanda,RWA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Rwanda,RWA,Gini index (World Bank estimate),SI.POV.GINI,..
Rwanda,RWA,Consumer price index (2010 = 100),FP.CPI.TOTL,151.066652368988
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,511.833725172274
Rwanda,RWA,"Population, total",SP.POP.TOTL,12626938
Samoa,WSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.1
Samoa,WSM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,271.91577148
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,852007112.724637
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4322.86845664045
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.70625019073486
Samoa,WSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.36309385
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.056
Samoa,WSM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Samoa,WSM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Samoa,WSM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,47.69878833
Samoa,WSM,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Samoa,WSM,Gini index (World Bank estimate),SI.POV.GINI,..
Samoa,WSM,Consumer price index (2010 = 100),FP.CPI.TOTL,117.555522119693
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,69.6441696113074
Samoa,WSM,"Population, total",SP.POP.TOTL,197093
San Marino,SMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,6.7
San Marino,SMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3050.91821289
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1616369645.99635
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,47731.2085399347
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37969994544983
San Marino,SMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.39008522
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,97.368
San Marino,SMR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
San Marino,SMR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
San Marino,SMR,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,70.3715
San Marino,SMR,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
San Marino,SMR,Gini index (World Bank estimate),SI.POV.GINI,..
San Marino,SMR,Consumer price index (2010 = 100),FP.CPI.TOTL,..
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,564.4
San Marino,SMR,"Population, total",SP.POP.TOTL,33864
Sao Tome and Principe,STP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.152
Sao Tome and Principe,STP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,108.4464035
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,427425039.684339
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1987.57970166818
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.92154979705811
Sao Tome and Principe,STP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.52976227
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.598
Sao Tome and Principe,STP,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..
Sao Tome and Principe,STP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Sao Tome and Principe,STP,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,33.53591118
Sao Tome and Principe,STP,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Sao Tome and Principe,STP,Gini index (World Bank estimate),SI.POV.GINI,..
Sao Tome and Principe,STP,Consumer price index (2010 = 100),FP.CPI.TOTL,..
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,224.008333333333
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,215048
Saudi Arabia,SAU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.297
Saudi Arabia,SAU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1316.26025391
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,792966838160
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,23139.7979808237
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Saudi Arabia,SAU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.68828773
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.065
Saudi Arabia,SAU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,47.514359312009
Saudi Arabia,SAU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Saudi Arabia,SAU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,57.84887229
Saudi Arabia,SAU,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
Saudi Arabia,SAU,Gini index (World Bank estimate),SI.POV.GINI,..
Saudi Arabia,SAU,Consumer price index (2010 = 100),FP.CPI.TOTL,118.399825471917
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,15.9411491889528
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,34268529
Senegal,SEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.952
Senegal,SEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,59.09758377
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,23306213742.3602
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1430.14825900162
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.28719997406006
Senegal,SEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.13226938
Senegal,SEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.653
Senegal,SEN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.7591868663693
Senegal,SEN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..
Senegal,SEN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,23.76426935
Senegal,SEN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..
